,2017q1fphdsl,2017q1jxje,2017q1jxsl,2017q1kpje,2017q1kps,2017q1kpse,2017q1kpsl,2017q1rkse,2017q2fphdsl,2017q2jxje,2017q2jxsl,2017q2kpje,2017q2kps,2017q2kpse,2017q2kpsl,2017q2rkse,2017q3fphdsl,2017q3jxje,2017q3jxsl,2017q3kpje,2017q3kps,2017q3kpse,2017q3kpsl,2017q3rkse,2017q4fphdsl,2017q4jxje,2017q4jxsl,2017q4kpje,2017q4kps,2017q4kpse,2017q4kpsl,2017q4rkse,2018q1fphdsl,2018q1jxje,2018q1jxsl,2018q1kpje,2018q1kps,2018q1kpse,2018q1kpsl,2018q1rkse,2018q2fphdsl,2018q2jxje,2018q2jxsl,2018q2kpje,2018q2kps,2018q2kpse,2018q2kpsl,2018q2rkse,2018q3fphdsl,2018q3jxje,2018q3jxsl,2018q3kpje,2018q3kps,2018q3kpse,2018q3kpsl,2018q3rkse,2018q4fphdsl,2018q4jxje,2018q4jxsl,2018q4kpje,2018q4kps,2018q4kpse,2018q4kpsl,2018q4rkse,2019q1fphdsl,2019q1jxje,2019q1jxsl,2019q1kpje,2019q1kps,2019q1kpse,2019q1kpsl,2019q1rkse,2019q2fphdsl,2019q2jxje,2019q2jxsl,2019q2kpje,2019q2kps,2019q2kpse,2019q2kpsl,2019q2rkse,2019q3fphdsl,2019q3jxje,2019q3jxsl,2019q3kpje,2019q3kps,2019q3kpse,2019q3kpsl,2019q3rkse,2019q4fphdsl,2019q4jxje,2019q4jxsl,2019q4kpje,2019q4kps,2019q4kpse,2019q4kpsl,2019q4rkse,bsrxm,bsrxmmp,cyrs,djrq,fdbrxmp,fddbrxm,hy,hydl,hyml,hyzl,jyfw,nsrmc,scjydz,xzjd,zcdz,zczb,zjnsrsbh,yc
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2455330.03,0.06,2869457.86,29,315640.36,0.11,168320.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3736010.08,0.11,5315428.31,54,90362.28,0.017,0,0,0,0,0,0,0,0,0,109,4050193.49,0.11,6525509.55,66,195765.29,0.03,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/5/24,a3d2de7675556553a5f08e4c88d2c228,38af77beb3a5acc29fbe8e60b17fe8aa,其他建筑安装业,建筑安装业,建筑业,其他建筑安装业,,57b10588f0fbcc2d8bbcc751b3dc17dc,a3d2de7675556553a5f08e4c88d2c228,fcca4d2c68f01f82032e2bedbf182e57,a3d2de7675556553a5f08e4c88d2c228,,261c5c08b2c52b8601fa795a06adf8d5,0
459,134,6819276.05,0.11,7677497.77,77,130517.46,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0915643e7b7af10cbf097277d2990d53,176600623c8d9b336179f3a8a1720d02,2,2017/1/8,176600623c8d9b336179f3a8a1720d02,c4fdd0be4c06f0c51eece242a727c2c4,会议及展览服务,商务服务业,租赁和商务服务业,其他商务服务业,为总公司开展经营活动提供业务接洽。,1cef82641ff5e48ad75a43cf356f58c7,66d0ba0a5e504ffbdde1ef480efa36b7,829b9700d7927fafe3495b38742a43e6,66d0ba0a5e504ffbdde1ef480efa36b7,1000000,1bb78af012467bc0bfeecefc2a296e00,0
460,0,0,0,0,0,0,0,0,108,5176949,0.017,8040791.12,81,136693.45,0.017,48685.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2470285.97,0.06,2561135.28,26,76834.06,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575b6cc47a853e6a285f0e9184116d66,a3d2de7675556553a5f08e4c88d2c228,34,2017/11/2,a3d2de7675556553a5f08e4c88d2c228,cd2daf96ec3e492fb68a83c833cd7ed7,其他有色金属压延加工,有色金属冶炼和压延加工业,制造业,有色金属压延加工,有色金属压铸件铸造，汽车配件加工。金属件加工，摩托车配件。,5fcd26b2d86f9a1f6101a93da62c18ca,f7e2e24c9a4d4580bce5057941c05c05,e20991f5b7461ffc7ab2390b50bc7d9a,f7e2e24c9a4d4580bce5057941c05c05,919000,4f470cde71ccb525073764acb55c7631,0
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1019669.4,0.017,1677583,17,28518.91,0.017,11184.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8704569fbe49a7fddbf6b78c808e545a,82a5c12fc8d17445551ac33946254ef7,10,2017/5/20,42dfeb1650992aec3b2f41f61b49db18,82f7455085017bab686d9d793d3367d0,专业化设计服务,专业技术服务业,科学研究和技术服务业,其他专业技术服务业,法医临床鉴定,d96d542d26a6f0bb7b34707393c95e3a,f070dd6ecaab17f475135a3f815a65db,5b82f2cd2fd11ecd34016dfefe15f4d4,f070dd6ecaab17f475135a3f815a65db,1000000,40fbc314ee2fa35c9bf2baeaee317075,0
462,0,0,0,0,0,0,0,0,75,516225971.4,0.017,4565809.17,46,502239.01,0.11,74.07,0,0,0,0,0,0,0,0,120,113391735.8,0.11,6697811.88,67,736759.31,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/8/11,a3d2de7675556553a5f08e4c88d2c228,71b928a6bd54b400925092880b41eec9,其他建筑安装业,建筑安装业,建筑业,其他建筑安装业,,7cafc6c4022639bdf4d03db4bee0927a,327cbd6e37ebcb52ad748f3cd7d1b371,96349d1b15c3ca0b376dc8debb3068d7,327cbd6e37ebcb52ad748f3cd7d1b371,,d63ca7f9a4be93909641356f1a43d851,1
463,36,475895789.3,0.017,5771714.13,58,173151.42,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc1f62e16259ce11bd54d0d3408f0f17,ede7a275ee0c9bae2254fc050aee036b,4,2018/7/18,457a6382aa6d93e5e04534b2ee6c8a0f,c6a97bb4219d6fc22024d74caba7e11b,家用电器批发,批发业,批发和零售业,纺织、服装及家庭用品批发,家用电器、太阳能产品、灶具、日用五金销售。,952301c8678509be10fa0edf3809fe5d,7b727029582b2e4b7249c77424cde102,829b9700d7927fafe3495b38742a43e6,7b727029582b2e4b7249c77424cde102,600000,d01cf2d7ef0dc15b03a461d55b0e3f02,1
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,751092099,0.017,8140365.02,82,895440.15,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,113181259.8,0.11,8019960.22,81,136339.32,0.017,65.6,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/2/23,a3d2de7675556553a5f08e4c88d2c228,a895e0f9e0d026c27dcad1831f54bf34,其他群众团体,群众团体、社会团体和其他成员组织,公共管理、社会保障和社会组织,群众团体,,6242dd1fd57769cdbde21ac0442385cd,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,92b7b05d02398d608ca5b2f8f8665062,1
465,0,0,0,0,0,0,0,0,117,85426165.27,0.11,9313347.15,94,1024468.19,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,710166790.6,0.017,8114106.25,82,892551.69,0.11,72.12,,,,,,,,,,,,,,,,,6785f1dbcd6ce433434ded36730f7d35,8e7224d4ea9e37e57b9d7ae7b0c8a1ac,2,2017/6/17,f89f413d56aabca95349cf56b1701da0,c80285f862f7bd6ee2e79cce6c3a261c,广告业,商务服务业,租赁和商务服务业,广告业,广告设计、制作、发布、代理；企业营销策划，企业经营管理咨询；企业形象设计；LED显示屏安装、维护，室内装饰设计与施工。,c82784e6b17fefba00a7c139e5cfa98a,023644d1d2b2131607a38a5193e84e6f,829b9700d7927fafe3495b38742a43e6,cb00fe2b9f545f22c90e16fbfbc4e8e0,500000,6343a980552313b00c7ff5d3aff0de44,1
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,7264464.34,0.06,9301111.76,94,279033.35,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fb43310e3154f3fec72f09c17b668679,6dfb813d555ab4bba5913103464f4e66,6,2016/5/27,5595cc90060170723ea70c5a4f6210d4,3e5bbb6d32f09825de1f89996fa889de,汽车零售,零售业,批发和零售业,汽车、摩托车、燃料及零配件专门零售,汽车销售（除小轿车）。,259a1f217c846257295caa1f39c8ef39,525edeb82f13914652e9dfddb333262f,5b82f2cd2fd11ecd34016dfefe15f4d4,525edeb82f13914652e9dfddb333262f,500000,e9c85c2f473b8986126e4bab719ce12a,0
467,102,5381229.78,0.017,9351308.15,94,158972.24,0.017,67491.33,115,4867421.93,0.03,9632200.18,97,577932.01,0.06,577932.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a40cd2e3e8152e144560582f732b729,8566c628f8e6fe797b60a2fb6bf3cf71,3,2017/10/14,718e8487d12b54c978ca0a87f1c608a5,fa1bab578bd5a3a3b2fa3e9b7dd29b36,服装批发,批发业,批发和零售业,纺织、服装及家庭用品批发,服装、床上用品、五金机电产品、工艺品、电子产品及配件、计算机耗材销售。,df09d11d9013610934d1b0fa2179f249,5e25f3356e2bd52d97aa7ca4918ae30b,829b9700d7927fafe3495b38742a43e6,5e25f3356e2bd52d97aa7ca4918ae30b,880000,782818528fe08fd16aadf22affce8eb1,0
468,0,0,0,0,0,0,0,0,88,550628840.5,0.017,8179943.82,82,245398.31,0.03,420.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,096d490c4b0273d1db1e98650f4944ac,1ecef8573122b9e38bed73c2926e7384,9,2017/10/9,cfba2b4d7cdda4ea65a627b0f54d1149,75d2ce0b96a105db2a99ead7f9a47a40,家庭服务,居民服务业,居民服务、修理和其他服务业,家庭服务,物业管理（凭资质经营）、房屋租赁、商品房售后服务。,0ef358e86b43c2ff52ec90f7af1d5f87,110aa854745ed779a4367f021eeec5ca,fcca4d2c68f01f82032e2bedbf182e57,7271871f5e336c77cc95aacbd5222d2f,500000,e46726daa60a39a33d643e6b4e04ecdd,1
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,8208554.67,0.06,9636368.43,97,163818.26,0.017,0,0,0,0,0,0,0,0,0,29,1773451.37,0.06,2066689.38,21,62000.68,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,4619692.06,0.11,8786880.52,88,527212.83,0.06,19046.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9ad92f9f1a558def4b2a078c4118d0f8,9ecc1f0d9a308f57cee8b15ae0b04ae8,2,2016/8/31,3083d8804b69ac9733948990da504d81,a292ea83a9b7f8ff9bb77191b4b55970,资本投资服务,资本市场服务,金融业,资本投资服务,商业贸易投资，投资理财咨询（期货、证券投资咨询除外），股权投资（以上项目涉及前置许可的除外）。,63bd1c1630cf2044baaa5c2a8fe51636,1ee02a86d77fb519811d4784b2011600,829b9700d7927fafe3495b38742a43e6,1ee02a86d77fb519811d4784b2011600,118000000,30d61bf5c34c5106eb5f1defee06caac,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b56596a2e4bb9cea443a7e0d4c79e633,0f636e97c59228d5db3add199bf8e8cb,3,2018/8/13,0f636e97c59228d5db3add199bf8e8cb,1089de5b1aaa5b78d1b6d0027abdd1e4,建筑装饰业,建筑装饰和其他建筑业,建筑业,建筑装饰业,家庭住宅装饰装修，装饰材料、家居用品的销售安装，家用中央空调、太阳能、空气能、地热能、供水、供暖设备销售、售后服务，智能家居系统的销售与服务。,1ee8f0be73efa9467c5fd2fdea4dddd1,95b9179106ebea7d8a8c17b52a28b08a,fcca4d2c68f01f82032e2bedbf182e57,95b9179106ebea7d8a8c17b52a28b08a,500000,f746678bcd755428bfe47f37601c6af8,0
471,81,58205239.07,0.11,5531707.66,56,165951.23,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,297696082.4,0.017,3427580.56,35,205654.83,0.06,452.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc64d7016f53583fecdf2d613822d09b,196cd3f465e24e984a99462282706f00,5,2017/10/25,7f970b91070cf74c7acae9e69a4cf00d,453348fa31eb2c59836e53bfcead6b57,家用电器批发,批发业,批发和零售业,纺织、服装及家庭用品批发,家用电器、太阳能、建材、木地板、小家电销售。,8b58531bf94b6fd2dcdc4105ecc640da,d6e5fcf7a0470129d74e8cd92a993344,5b82f2cd2fd11ecd34016dfefe15f4d4,d6e5fcf7a0470129d74e8cd92a993344,500000,f9e9b0d0ede8612075c63d5a1d7dcc91,1
472,90,144641489.5,0.11,8667349.74,87,260020.49,0.03,446.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,149370348.6,0.06,5358284.83,54,321497.09,0.06,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2018/7/16,a3d2de7675556553a5f08e4c88d2c228,bc4a33e6c079cf4f87fdde886fa45d6f,其他建筑安装业,建筑安装业,建筑业,其他建筑安装业,,1700468c0552bc84c8834aa56f4c9502,a3d2de7675556553a5f08e4c88d2c228,4e15a0e1ffea654e9156b3e37786e24b,a3d2de7675556553a5f08e4c88d2c228,,545bdb90da98fc3753d05cebd24cc67f,1
473,0,0,0,0,0,0,0,0,167,241181839.7,0.06,8901773.79,90,534106.43,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,469110627,0.017,6017886.99,61,102304.08,0.017,344.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a79fd7aa30e01171285e5e564617dd3b,a8af314ad3f185ad3f1c242f4fdaa635,10,2016/6/18,106dd78c663c306ea53cceae714aa28c,ebe2fb1abcbf10fa3b24af63260d5444,其他房地产业,房地产业,房地产业,其他房地产业,为总公司开展经营活动提供业务接洽。,1b7442f836da2ad9186b07231b67ff39,736e1ba54bd87af1f2fc571c8d810f43,829b9700d7927fafe3495b38742a43e6,202cbf12fa75b2d926a135faba0c2a50,10000,b713c0b615b51a185c45282cbebd386c,1
474,0,0,0,0,0,0,0,0,94,149646360.3,0.06,4709535.66,48,518048.92,0.11,58.67,0,0,0,0,0,0,0,0,142,583542827.4,0.017,7216616.18,73,793827.78,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/1/20,a3d2de7675556553a5f08e4c88d2c228,a895e0f9e0d026c27dcad1831f54bf34,其他群众团体,群众团体、社会团体和其他成员组织,公共管理、社会保障和社会组织,群众团体,,e19e09b76b68e74f4e08ab038bcd455d,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,beebb48bd250cae40dd67344a1b1ef16,1
475,68,119228540,0.11,6642102.58,67,112915.74,0.017,0,0,0,0,0,0,0,0,0,125,429014138.5,0.017,6695652.96,67,401739.18,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,1,2017/7/6,3f29d54e00e6d99bd609a1bca11fba81,7cbcd83aa7d6efbb2fb48210901f9471,其他综合零售,零售业,批发和零售业,综合零售,商业零售,e5c792f6b648741d1296a1e379773812,8465f61747853505c44ec01f501744c9,1d24db6d16c1cdd0f0aabfe7d889a0f0,8465f61747853505c44ec01f501744c9,,7cbcd83aa7d6efbb2fb48210901f9471,1
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9e7ef58eea2b90a684d23aeb3f42027,c20ed1cde3e94524fec8be5f8711516d,3,2018/11/25,c20ed1cde3e94524fec8be5f8711516d,e9e7ef58eea2b90a684d23aeb3f42027,化妆品及卫生用品零售,零售业,批发和零售业,纺织、服装及日用品专门零售,化妆品销售及咨询服务,979937378ab6b4e201464b3aedb87b19,1c0c7cf7299279b6608d208654205a54,829b9700d7927fafe3495b38742a43e6,cf5ce85d14fdb4d0386e373eb2ab0dfb,10000,a1d36f3ed3596f7cb5112a5aaf1f769d,1
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2266484.01,0.06,2841259.01,29,48301.4,0.017,0,0,0,0,0,0,0,0,0,115,4127640.77,0.06,5967810.46,60,656459.15,0.11,408800.7,88,5944589.38,0.017,6448528.73,65,109624.99,0.017,8566.97,121,7455746.61,0.06,7916592.38,80,870825.16,0.11,423480.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,d7b3bef514701fdfd52ba53cb50b9e94,6cab5cd161bd412c9a2efea628af9ea4,6,2017/3/12,8e74af44b75a1545a1c98164eb25ecb7,2019ad3b570914ee6e5a3bcf991f95d9,旅行社服务,商务服务业,租赁和商务服务业,旅行社及相关服务,承接安徽春秋国际旅行社有限责任公司经营范围内的业务,0b82d36e35bd70eebd74a92c48bab0c7,b2e2de0e3df8b82d027b50e2fd787d4f,829b9700d7927fafe3495b38742a43e6,b2e2de0e3df8b82d027b50e2fd787d4f,200000,9a508357782908feac7cd535782a075a,0
478,0,0,0,0,0,0,0,0,63,331047345.1,0.017,4831540.17,49,144946.21,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,35158512.01,0.11,3254796.76,33,195287.81,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2016/5/3,a3d2de7675556553a5f08e4c88d2c228,4042fcac481d02f26f6235d9df703186,其他综合零售,零售业,批发和零售业,综合零售,许可经营项目：预包装食品、乳制品（不含婴幼儿配方乳粉）零售（食品流通许可证有效期至2014年3月1日止）；烟零售（凭许可证经营）。一般经营项目：日杂零售,9bafa4be442e50bc63a6e9bc1df726ce,d974e7a93a0800a1856ad074b1bbcb79,a4d3ab3477462244dc592ad32063b53f,d974e7a93a0800a1856ad074b1bbcb79,,4b93599449fa4411f73136a0e621335d,1
479,71,2735650.35,0.017,3982684.1,40,238961.05,0.06,192454.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28ea3d076e63d1f09e319f3a6e8034c3,9b3bdb4fc4aae53906c7b718f0b2f20a,4,2018/10/14,defe85f7bda67d14372d054ef783d0fe,ac29ee4c854e688ed1301fb04db987f0,百货零售,零售业,批发和零售业,综合零售,建筑装饰设计，园林设计，绿化工程施工，电脑图文设计制作，建筑材料、玻璃制品、电子产品、五金交电、日用百货销售。,cdc8f24c9bcda66afa4565f1e1a583cf,651812b16ad1ca591680f2b422bf4d22,e20991f5b7461ffc7ab2390b50bc7d9a,66d2aabcadb97d983d09ea91c354edc0,500000,f18f7437b9a4a287fca66819bcc05b34,0
480,94,70516271.99,0.11,5087434.99,51,559617.85,0.11,375.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,734852607.1,0.017,6854167.48,69,411250.05,0.06,0,0,0,0,0,0,0,0,0,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/3/15,a3d2de7675556553a5f08e4c88d2c228,2288e510345f442cc5113610eb7aa210,其他建筑安装业,建筑安装业,建筑业,其他建筑安装业,,2c5682c76fb3f65c0484ab46e1891630,cd995de5b92885fe02d76951329a1ef6,dd1ba9f938a3747a2030a247c76273d5,cd995de5b92885fe02d76951329a1ef6,,0732040de00ae8cb2d80e06d39cffece,1
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,7224445.26,0.017,9625707.29,97,1058827.8,0.11,936012.23,0,0,0,0,0,0,0,0,85,5508657.44,0.06,6333502.72,64,190005.08,0.03,0,0,0,0,0,0,0,0,0,54,2571510.26,0.017,2905138.19,30,87154.15,0.03,43438.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3dbfb19f8e639c70153de2eda85b31e5,a71427dfc27ae9f7d9a1c4849c21bf74,3,2016/12/30,951400fbab94d2181f3c13b7d3a36da4,7fb478c7b2a634c1f08969fa7b240949,其他未列明零售业,零售业,批发和零售业,货摊、无店铺及其他零售业,建材、日用百货、服装、鞋帽批发兼零售，房屋租赁。,91863790f3c6cc2546fbebf2f48ad279,f80b7b4205103a3c087b5f30641e7970,829b9700d7927fafe3495b38742a43e6,50066499fa4b5e09b3915a1b50881ee7,500000,d4ff83dbc6db2138d972d3ee4ab2b333,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1261247.07,0.11,1816099.87,19,54483,0.03,0,46,1515412.91,0.11,2580399.87,26,43866.8,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3450172.94,0.017,6240734.87,63,374444.09,0.06,315791.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6324947.75,0.03,7847267.28,79,235418.02,0.03,235418.02,0,0,0,0,0,0,0,0,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2016/6/15,a3d2de7675556553a5f08e4c88d2c228,3885916076d03f5e7bd21c848593ba76,其他建筑安装业,建筑安装业,建筑业,其他建筑安装业,,1de8b6479f577c7ac5f1d0ecc6b55d22,a3d2de7675556553a5f08e4c88d2c228,9a5a8e420a5c8141e57093f2a11db7aa,a3d2de7675556553a5f08e4c88d2c228,,2df7431f168f491ad591061d463db2d4,0
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,175559511.8,0.11,9786871.18,98,166376.81,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,600488066,0.017,7793762.03,78,467625.72,0.06,0,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2016/6/28,a3d2de7675556553a5f08e4c88d2c228,9c968a1a58bd76a04db4b25e5f341459,五金零售,零售业,批发和零售业,五金、家具及室内装饰材料专门零售,五金、砂石、水泥、砖等建材,b01534cc47e18f9fd185dae4f496dc23,a69b83a129f1fb74d9c00afdd5cc0cd1,20154b7e8c5935634a0c8d070d4c64e7,a69b83a129f1fb74d9c00afdd5cc0cd1,,deb3d5af286ab1a823b49ec973ef5be6,1
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,68142995.07,0.11,4103966.41,42,246237.98,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,116159174.9,0.06,6409275.43,65,384556.53,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,cb6260d10214f9138fc2eec6d261877a,e9784c724bfdb1c2989897f9a5a6bee6,2,2017/2/25,15108d2dde18ed0ad748a4f783afbfee,3c270efabd91b6ab79c1df9dfbb5395c,会计、审计及税务服务,商务服务业,租赁和商务服务业,咨询与调查,财务、税务咨询，代办公司注册申请手续；代理记账，办公用品，计算机软件销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,6f2127294b44892980e9292210e490e0,9aebe7c696af4504befb61ba7057bd18,0f9d30fa42388d813d04d6295447e953,9aebe7c696af4504befb61ba7057bd18,100000,28fc85a5898c571c6c5f8801fd470c59,1
