主键:纳税人识别号,纳税人名称,行业门类,行业大类,行业中类,行业,注册地址,生产经营地址,法定代表人姓名,登记开业日期,街道乡镇,经营范围,注册资本（元）,从业人数,法人手机号,财务人员姓名,财务人员手机号,2017Q1发票核定数量,2017Q1开票数,2017Q1开票金额,2017Q1开票税率,2017Q1开票税额,2017Q1入库税额,2017Q1进项金额,2017Q1进项税率,2017Q2发票核定数量,2017Q2开票数,2017Q2开票金额,2017Q2开票税率,2017Q2开票税额,2017Q2入库税额,2017Q2进项金额,2017Q2进项税率,2017Q3发票核定数量,2017Q3开票数,2017Q3开票金额,2017Q3开票税率,2017Q3开票税额,2017Q3入库税额,2017Q3进项金额,2017Q3进项税率,2017Q4发票核定数量,2017Q4开票数,2017Q4开票金额,2017Q4开票税率,2017Q4开票税额,2017Q4入库税额,2017Q4进项金额,2017Q4进项税率,2018Q1发票核定数量,2018Q1开票数,2018Q1开票金额,2018Q1开票税率,2018Q1开票税额,2018Q1入库税额,2018Q1进项金额,2018Q1进项税率,2018Q2发票核定数量,2018Q2开票数,2018Q2开票金额,2018Q2开票税率,2018Q2开票税额,2018Q2入库税额,2018Q2进项金额,2018Q2进项税率,2018Q3发票核定数量,2018Q3开票数,2018Q3开票金额,2018Q3开票税率,2018Q3开票税额,2018Q3入库税额,2018Q3进项金额,2018Q3进项税率,2018Q4发票核定数量,2018Q4开票数,2018Q4开票金额,2018Q4开票税率,2018Q4开票税额,2018Q4入库税额,2018Q4进项金额,2018Q4进项税率,2019Q1发票核定数量,2019Q1开票数,2019Q1开票金额,2019Q1开票税率,2019Q1开票税额,2019Q1入库税额,2019Q1进项金额,2019Q1进项税率,2019Q2发票核定数量,2019Q2开票数,2019Q2开票金额,2019Q2开票税率,2019Q2开票税额,2019Q2入库税额,2019Q2进项金额,2019Q2进项税率,2019Q3发票核定数量,2019Q3开票数,2019Q3开票金额,2019Q3开票税率,2019Q3开票税额,2019Q3入库税额,2019Q3进项金额,2019Q3进项税率,2019Q4发票核定数量,2019Q4开票数,2019Q4开票金额,2019Q4开票税率,2019Q4开票税额,2019Q4入库税额,2019Q4进项金额,2019Q4进项税率,异常
3fe78a8acf5fda99de95303940a2420c,芜湖市创汇车零部件有限公司,制造业,汽车制造业,汽车零部件及配件制造,汽车零部件及配件制造,芜湖市镜湖区方村街道工业集中区,芜湖市镜湖区方村街道工业集中区,孟庆军,2017/2/18 0:00,方村街道,铝、锌、镁合金压铸；机械配件制造、销售。,1000000,23,a21adff5cac5b6dd58e7833b2cbd5218,孙桂英,7ed2d7b91fd3aac80e0cee29dd59d2a0,33,37,3641351,0.11,400548.61,95.93,33095262.61,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69a5b5995110b36a9a347898d97a610e,芜湖市惠派国际公司装备有限公司,批发和零售业,零售业,家用电器及电子产品专门零售,其他电子产品零售,北京路２号,北京路２号,韩荣杉,2018/7/2 0:00,芜湖市镜湖区滨江公共服务中心,电工器材、电器设备成套销售；电工器材、电器设备研发、制造。技术服务以及自有设备房屋租赁。,2000000,10,51ca430250f9489ee97f837dc0c30da8,王欣,01ff4344beffce4432c3493da6e4f420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,80,7950516.67,0.03,238515.5,0.21,72277407.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,3440819.06,0.06,206449.14,13.7,20239638.15,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4a213d37242bdcad8e7300e202e7caa4,芜湖市毕博诚咨询有限公司,租赁和商务服务业,商务服务业,咨询与调查,其他专业咨询,芜湖市中山路步行街华艺国际商务中心南楼5楼C区506室,芜湖市中山路步行街华艺国际商务中心南楼5楼C区506室,苏心武,2018/2/4 0:00,芜湖市镜湖区滨江公共服务中心,企业文化、人力资源、投资、商务、企业管理咨询服务。,2000000,5,59ecc6589d2ea321f5ca7e46db18f7ce,李秀华,2e1379432af3643eba25e42392b2dcd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,77,7677868.6,0.17,1305237.66,96.91,45160579.79,0.17,64,40,3917270.87,0.17,665936.05,69.27,23040372.94,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,54,5375415.78,0.17,913820.68,38.48,89579573.96,0.06,0,0,0,0,0,0,0,0,72,59,5891423.86,0.11,648056.62,60.37,98173628.91,0.06,1
fe709c654eac84d5239d1a12a4f71877,芜湖市双敏电子车租赁有限公司,租赁和商务服务业,租赁业,机械设备租赁,汽车租赁,芜湖市花园路44号,芜湖市花园路44号,童昌勇,2018/8/29 0:00,芜湖市镜湖区弋矶山公共服务中心,汽车租赁（凭许可证经营）。,30000,8,4afc0efc8bdf3d676d724be63b9ebf89,何红,1f6d7c4654b4bb647ff73c2ab0616a4a,149,80,7925563.29,0.06,475533.8,79.12,72044036.39,0.11,73,68,6716892.57,0.11,738858.18,26.35,39510221.07,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,35,3433243.62,0.03,102997.31,55.69,20193623.72,0.17,89,52,5195845.42,0.11,571543,56.72,30561833.95,0.17,30,54,5337605.89,0.11,587136.65,70.87,48517832.74,0.11,76,53,5260581.03,0.03,157817.43,94.82,47815627.25,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,92,9137136.84,0.03,274114.11,76.9,53745202.79,0.17,1
571e0f7e2d992e738adff8b1bd43a521,芜湖市泰麒麟装饰工程有限公司,建筑业,建筑装饰和其他建筑业,建筑装饰业,建筑装饰业,芜湖市镜湖区芜湖联盛商业广场1#楼2302,芜湖市镜湖区芜湖联盛商业广场1#楼2302,张金龙,2017/10/1 0:00,芜湖市镜湖区滨江公共服务中心,建筑装饰工程、钢结构工程、机电设备安装工程、金属门窗工程、建筑智能化工程、消防工程、仿古建筑工程、园林绿化工程、防腐保温工程施工，建筑幕墙工程设计与施工，安防工程设计与施工。（以上经营范围凭资质证经营）,1000000,3,301d80fe169d322520a9c6722802a325,何俊,f906e7f1887f5a678da62b9829732930,0,0,0,0,0,0,0,0,93,97,9614135.66,0.03,288424.07,24.13,160228892.9,0.06,108,89,8867397.02,0.06,532043.82,0.36,147789851.7,0.06,0,0,0,0,0,0,0,0,193,98,9781459.59,0.17,1662848.13,27.83,57537034.66,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,97,9664937.35,0.17,1643039.35,28.54,56851585.1,0.17,26,40,3908778.86,0.03,117263.37,20.12,22992120.43,0.17,0,0,0,0,0,0,0,0,1
fd06b8ea02fe5b1c2496fe1700e9d16c,芜湖市襄樊地球村销售有限公司,批发和零售业,批发业,矿产品、建材及化工产品批发,建材批发,芜湖市吉和北路东方花园32-2-101,芜湖市吉和北路东方花园32-2-101,刁杰龙,2018/1/21 0:00,芜湖市镜湖区滨江公共服务中心,沙、石子销售。,100000,2,201c8ed791d118f423048fa8247569e0,郭浩,a59679c511f9313c2553e9789a3dd1b5,0,0,0,0,0,0,0,0,62,41,4007082.35,0.11,440779.06,32.25,23569956.67,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,9106313.99,0.11,1001694.54,94.35,82776874.94,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7c9d0b1f96aebd7b5eca8c3edaa19ebb,芜湖市和泰口有限公司,批发和零售业,批发业,机械设备、五金产品及电子产品批发,计算机、软件及辅助设备批发,芜湖市镜湖区百龙商城L区3幢33号1层,芜湖市镜湖区百龙商城L区3幢33号1层,傅春兰,2017/11/27 0:00,芜湖市镜湖区滨江公共服务中心,自营和代理各类商品和技术进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）；计算机及配件、打印机、数码产品、通讯产品、机电产品、办公用品、环保设备、金属材料（除贵金属）、塑料制品、太阳能设备及配件、日用百货、服装及纺织原料销售。,5000000,4,73ec027c1654c9db0087dfe0c9200743,王丽丽,2a92768f04d064ba7826f0d783edb4e7,0,0,0,0,0,0,0,0,145,74,7361333.45,0.11,809746.68,7.27,122686872.7,0.06,80,54,5310622.06,0.11,584168.43,61.06,31236840.68,0.17,0,0,0,0,0,0,0,0,139,94,9366012.57,0.11,1030261.38,51.87,156085801.4,0.06,54,100,9942226.52,0.06,596533.59,41.36,58482254.14,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,79,7811270.35,0.11,859239.74,69.63,130168497,0.06,1
47a658229eb2368a99f1d032c8848542,芜湖市巨奥业管理咨询有限公司,租赁和商务服务业,商务服务业,咨询与调查,其他专业咨询,芜湖市镜湖区融汇中江广场H#楼1403,芜湖市镜湖区融汇中江广场H#楼1403,黄增龙,2018/3/23 0:00,芜湖市镜湖区滨江公共服务中心,企业管理咨询，教育信息咨询（除教育），企业形象设计及策划，会议会展服务，代办工商登记申请手续，财税信息咨询，税控机安装技术咨询，广告设计、制作、代理、发布，室内外装饰设计与施工，商务信息咨询，网站建设与网页制作，公关活动策划，摄像服务，动画制作（影视制作除外），档案管理软件开发、档案数字化处理，网络设备销售，庆典礼仪服务，办公用品批发兼零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,5000000,2,2e92aa1c8685d5fcf12f459ab34b76e4,陈玉兰,205168cdd721bbc8e701165631979a43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,67,6616231.71,0.03,198486.95,11.05,38918627.68,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
801c14f07f9724229175b8ef8b4585a8,芜湖市太极工程有限公司,建筑业,土木工程建筑业,铁路、道路、隧道和桥梁工程建筑,市政道路工程建筑,芜湖市镜湖区镜湖万达广场3#楼724,芜湖市镜湖区镜湖万达广场3#楼724,王冬,2018/8/29 0:00,芜湖市镜湖区滨江公共服务中心,环保工程设计、施工；环保技术开发，技术咨询；环保材料，环保设备销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,300000,5,563d60382806df6e5f3995f980763140,李兵,d13ce5d4325416afb31f9b4041b0884e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,79,7855279.77,0.03,235658.39,20.03,46206835.04,0.17,88,83,8262863.3,0.17,1404686.76,16.87,137709702.8,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c3e0c62ee91db8dc7382bde7419bb573,芜湖市和泰业管理有限责任公司,房地产业,房地产业,物业管理,物业管理,芜湖市居之安17号,芜湖市居之安17号,薛良贵,2018/6/7 0:00,芜湖市镜湖区滨江公共服务中心,物业管理（凭资质经营）。,500000,20,0c02c087e2a7378d57cda04a9d5f8143,贾玉英,a48aaf865c48b80ed18555c14f2941ae,67,38,3727688.57,0.11,410045.74,65.17,21925324.82,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,59,5864263.72,0.03,175927.91,70.88,97718040.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184260348236f9554fe9375772ff966e,芜湖市趋势务服务有限公司,租赁和商务服务业,商务服务业,人力资源服务,职业中介服务,芜湖市沿河小区2-2-1-102,芜湖市沿河小区2-2-1-102,余国胜,2018/11/13 0:00,芜湖市镜湖区滨江公共服务中心,劳务派遣、商务信息咨询、废旧钢材回收、房屋拆除。,600000,8,1bd8013f592715ae4b10a7c0e31b086b,罗云,62898299634863431e96cc772bba495f,48,77,7647117.05,0.17,1300009.9,41.93,127440302.9,0.06,113,74,7309104.2,0.17,1242547.71,39.44,121807447,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,90,8966125.09,0.11,986273.76,26.02,149428189.3,0.06,0,0,0,0,0,0,0,0,43,34,3346071.21,0.11,368067.83,23.42,19681961.34,0.17,78,62,6155833.37,0.06,369350,9.83,36210444.24,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8248a99e81e752cb9b41da3fc43fbe7f,芜湖市良诺科技有限公司,批发和零售业,零售业,家用电器及电子产品专门零售,计算机、软件及辅助设备零售,芜湖市九华山路228号（中华饭店212室）,芜湖市九华山路228号（中华饭店212室）,左海宝,2018/10/31 0:00,芜湖市镜湖区滨江公共服务中心,计算机技术开发、网络组建、视频监控系统集成、系统集成与维护；计算机软、硬件及数码设备销售。,30000,4,e9d05037c3e8a1876843a0e58513c338,李晶,e854cbe051428f65c4b36d6b230d3829,60,51,5023961.57,0.06,301437.69,73.81,83712188.99,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,41,4011649.01,0.11,441281.39,32.9,36466817.16,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,54,5385294.12,0.17,915500,9.01,48956474.41,0.11,51,60,5979199.09,0.03,179375.97,22.78,54354473,0.11,0,0,0,0,0,0,0,0,1
f7f580e11d00a75814d2ded41fe8e8fe,芜湖市济南亿次元材装饰有限公司,居民服务、修理和其他服务业,其他服务业,其他未列明服务业,其他未列明服务业,芜湖市九华广场5幢02号,芜湖市九华广场5幢02号,施鸿,2017/8/24 0:00,芜湖市镜湖区大砻坊公共服务中心,古建筑石雕及安装、石材工艺美术装饰装璜服务加工及销售。,1200000,8,af57da4e484067ad7ff3e4f32f62013f,罗琴,818833b46d30247a2f80a2bd4ab09b25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,99,9860480.33,0.06,591628.82,74.96,164320515.9,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8ce6790cc6a94e65f17f908f462fae85,芜湖市巨奥设计有限公司,建筑业,建筑装饰和其他建筑业,建筑装饰业,建筑装饰业,芜湖市金鼎广场北楼2－2002室,芜湖市金鼎广场北楼2－2002室,桂龙胜,2017/5/26 0:00,芜湖市镜湖区赭麓公共服务中心,室内装饰装修的设计与施工。,500000,5,f5c0204c2b69ef96dafe7394467d386b,萧建军,1308a269f0a54c60fcab77f2fcafd81f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,95,9406434.32,0.06,564386.06,1.37,156773524.2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208e43f0e45c4c78cafadb83d2888cb6,芜湖市合联电子属材料有限公司,批发和零售业,批发业,矿产品、建材及化工产品批发,金属及金属矿批发,芜湖市九华北路440号-13室,芜湖市九华北路440号-13室,陈先喜,2018/7/8 0:00,湾里街道,金属材料、建筑材料、石材、木材、日用百货、五金交电、塑料管道及配件销售。,5000000,10,f6c6a1ee71444d5c8a5916f3b485f580,孟军,47cae0df2ac7b34d439bfa9b2c6e8dae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,89,8879169.24,0.17,1509458.77,77.06,80713352.17,0.11,67,55,5492601.17,0.03,164778.04,79.13,91521371,0.06,0,0,0,0,0,0,0,0,1
feab05aa91085b7a8012516bc3533958,芜湖市兰金电子筑材料有限责任公司,批发和零售业,批发业,矿产品、建材及化工产品批发,建材批发,九华山路168号,九华山路168号,张中乔,2017/10/4 0:00,芜湖市镜湖区滨江公共服务中心,家用电器，日用百货，针纺织品，土特产品，建材市场信息，建材，建筑配套材料，装饰材料。,1690000,10,5f6fd7dcb79481d2b5f1dd39b63ce765,鲁玉华,d704b0d7a13727e9e97e2c7c5c1bb424,50,31,3065845.22,0.11,337242.97,39.37,18033021.43,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,3289286.65,0.11,361821.53,91.21,19345589.08,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,61,6044860.06,0.17,1027626.21,72.45,54947285.91,0.11,0,0,0,0,0,0,0,0,58,77,7638455.44,0.06,458307.33,22.63,127301305,0.06,1
8a3363abe792db2d8761d6403605aeb7,芜湖市立信电子屋拆迁有限公司,建筑业,建筑装饰和其他建筑业,其他未列明建筑业,其他未列明建筑业,芜湖市黄山路徽商城西楼506室,芜湖市月河新村3-3-502,秦先平,2018/2/14 0:00,芜湖市镜湖区赭山公共服务中心,房屋委托拆迁，房地产经纪、咨询，房屋装修装饰（凡涉及专项审批项目，凭许可证或资质经营）。,500000,8,b08854b78196a3aed4c0c0d119a5b8c2,戴建,daffb066b064a7d3067cf27d22a4a5d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,64,6370119.64,0.03,191103.59,5.94,106167011.2,0.06,0,0,0,0,0,0,0,0,78,90,8918697.96,0.06,535121.88,39.58,81075801.39,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a1d50185e7426cbb0acad1e6ca74b9aa,芜湖市凌颖信息贸易有限公司,批发和零售业,批发业,矿产品、建材及化工产品批发,其他化工产品批发,芜湖市镜湖区罗家闸小区3-3-602,芜湖市镜湖区罗家闸小区3-3-602,陶蓉生,2018/11/13 0:00,芜湖市镜湖区滨江公共服务中心,化工产品及原料（除危险品）、五金、有色金属、纸张、建材销售。,1000000,4,3273ec51bb46a143e1ee22575b0678c9,黄玉,73bdbe75cb67c3c6c7cd20126e1cc4b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,54,5341916.32,0.06,320514.98,51.89,31421241.71,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
df0aab058ce179e4f7ab135ed4e641a9,芜湖市鸿睿思博工程有限公司,建筑业,土木工程建筑业,铁路、道路、隧道和桥梁工程建筑,市政道路工程建筑,芜湖市镜湖区芜湖万达广场二期2号楼1002,芜湖市镜湖区芜湖万达广场二期2号楼1002,张亚琴,2018/1/12 0:00,芜湖市镜湖区赭麓公共服务中心,建筑工程、建筑幕墙工程、门窗工程、护栏工程、园林绿化工程、市政工程、消防工程、水电安装工程、土石方工程、防水工程、钢结构工程设计、施工，办公自动化设备、建筑材料销售，楼宇监控系统安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,10000000,3,be2d77f834f526f6996e4969dfb5dff1,刘坤,59d696596954073e6d5b36322236ec8b,120,71,7082728.36,0.06,424963.7,25.77,64386309.61,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,61,6064624.71,0.11,667108.72,14.99,35673744.36,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,73,7240886.86,0.17,1230950.77,52.24,120666936.6,0.06,0,0,0,0,0,0,0,0,1
09c6c3783b4a70054da74f2538ed47c6,芜湖市新宇龙信息舶装焊工程队,制造业,铁路、船舶、航空航天和其他运输设备制造业,船舶及相关装置制造,船用配套设备制造,芜湖市江东船厂外用工楼2-3-305,芜湖市江东船厂内,朱晓东,2017/8/23 0:00,芜湖市镜湖区弋矶山公共服务中心,船舶钢结构件制作、焊接、安装、除锈、喷漆；登高架设作业（涉及专项许可的凭专项许可证经营）、船舶配件加工。,100000,12,d7cb660ba5b8578d29eb57fefb8f5705,郁璐,377392b8321c1ef8c16f32ebb427c17d,96,83,8210786.5,0.11,903186.51,57.42,48296757.36,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,81,8094602.85,0.03,242838.09,68.12,134891125.9,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,68,6710234.75,0.11,738125.82,10.38,61001276.47,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2b38c2df6a49b97f706ec9148ce48d86,芜湖市银嘉钢阀门有限公司,批发和零售业,批发业,机械设备、五金产品及电子产品批发,五金产品批发,芜湖市长江市场园A区25幢1099号,芜湖市长江市场园A区25幢1099号,洪文进,2018/7/10 0:00,芜湖市镜湖区滨江公共服务中心,不锈钢金属材料、五金、机电设备（除小轿车）、管道阀门、气动元件、机械加工。,500000,7,c5279118dc6126c26905b8378d8f9f7b,王婷,21ced5da6e5d9252e802f768e9252ed2,56,39,3820067.91,0.17,649411.55,23.21,22470184.52,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,4904942.22,0.17,833840.18,60.31,81732284.68,0.06,0,0,0,0,0,0,0,0,1
f197002b9a0853eca5e046d9ca4663d5,芜湖市昊嘉工程咨询有限公司,租赁和商务服务业,商务服务业,咨询与调查,其他专业咨询,芜湖市镜湖区汇金广场Ａ２２０４,芜湖市镜湖区汇金广场A2204,王守喜,2017/6/2 0:00,芜湖市镜湖区滨江公共服务中心,建筑工程咨询服务（涉及资质的评资质证经营）。,300000,4,8e5759948fc2bc2839ed0648b1dbbd0c,陈荣,be82507f59673ed56ee945acd754f81e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,5755246.51,0.06,345314.79,54.52,33852504.74,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,3646006.28,0.11,401060.69,11.95,60763450.83,0.06,0,0,0,0,0,0,0,0,22,33,3245147.01,0.11,356966.17,10.12,54082971.29,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45f31d16b1058d586fc3be7207b58053,芜湖市新格林耐特监理有限公司,租赁和商务服务业,商务服务业,咨询与调查,其他专业咨询,芜湖市镜湖区融汇中江广场H#2510,芜湖市,张校冬,2018/8/28 0:00,芜湖市镜湖区滨江公共服务中心,工程监理（凭资质经营）。,500000,7,1e266f329cbe69c53cd7732df7b90ebc,曹兰英,59a24429caa39ae70091b4bb0ae79f9b,0,0,0,0,0,0,0,0,40,60,5961154.19,0.06,357669.25,19.35,54190711.79,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,96,9562786.14,0.11,1051906.47,79.93,56248917.43,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e8b1cbd05f6e6a358a81dee52493dd06,芜湖市创联世纪屋拆迁有限公司,建筑业,建筑装饰和其他建筑业,工程准备活动,建筑物拆除活动,芜湖市团结东路55号6-3-501(现赭山东路),芜湖市团结东路55号6-3-501(现赭山东路),吴蓉,2017/4/4 0:00,芜湖市镜湖区赭麓公共服务中心,委托拆迁、土石方、绿化、道路工程施工（以上内容凭资质经营），室内装璜。,1000000,10,9483f230f42d9b114f28c970619e7518,吴玉梅,b9bf262752597533d0e29e390f07dadc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,40,3973978.28,0.06,238438.7,24.15,23375507.34,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285f89b802bcb2651801455c86d78f2a,芜湖市泰麒麟车租赁服务有限公司,租赁和商务服务业,租赁业,机械设备租赁,汽车租赁,芜湖市镜湖区平泰花苑１幢０３号,芜湖市镜湖区平泰花苑１幢０３号,岳芹,2018/8/2 0:00,芜湖市镜湖区滨江公共服务中心,汽车租赁，汽车装潢美容，二手汽车中介。,100000,2,52dd7db03902841e9cc8006995b65052,李利,fb4049c370220a95187db16a25ea1abf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,86,8584274.12,0.11,944270.15,95.88,78030931.89,0.11,28,50,4961570.87,0.11,545772.8,70.35,45099376.04,0.11,1
e22312179bf43e61576081a2f250f845,芜湖市精芯工程有限公司,建筑业,建筑装饰和其他建筑业,其他未列明建筑业,其他未列明建筑业,芜湖市香苑小区62栋3－501室,芜湖市香苑小区62栋3－501室,宋元真,2017/11/8 0:00,芜湖市镜湖区天门山公共服务中心,河道清淤、土方石平整。机械租赁、维修。,500000,6,8890598b8ad62a152f357f126d724eec,张红霞,7f8e15128cb4a16f3de9322aeeb6edd0,0,0,0,0,0,0,0,0,42,81,8051516.66,0.17,1368757.83,35.86,47360621.75,0.17,105,62,6161198.27,0.06,369671.9,59.76,56005954.68,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,76,7598468.41,0.11,835831.52,15.46,126636845.6,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,63,6201064.75,0.17,1054181.01,43.38,56369730.6,0.11,58,99,9820609.82,0.03,294618.29,16.36,89276918.83,0.11,0,0,0,0,0,0,0,0,45,39,3825990.41,0.17,650418.37,88.07,22502778.41,0.17,1
